,CardID,FDate,LineCode_O,PLat_O,Time_O,Station_O,LineCode_D,PLat_D,Time_D,Station_D
388,3207639060,1398/06/23,18,N18,36144,2735,85,F109,48061,1294
389,1001442702,1398/06/23,18,N18,36186,2735,57,M151,36865,3169
390,1001442702,1398/06/23,57,M151,36865,3169,18,N18,62779,3123
391,3258082909,1398/06/23,18,N18,47208,3123,9,E126,59368,1101
392,262537873,1398/06/23,92,F112,33879,1644,18,N18,44427,2201
393,3673226306,1398/06/23,74,A38,52135,2164,18,N18,65977,3642
394,3631606028,1398/06/23,18,N18,66364,1591,25,E240,69906,2764
395,3794419244,1398/06/23,34,B113,41903,2113,19,A112,44483,3201
396,721807152,1398/06/23,8,M67,24663,4098,19,A112,26226,3825
397,3631417932,1398/06/23,19,E238,22054,3201,34,M185,22866,4179
398,3631417932,1398/06/23,34,M185,22866,4179,94,E63,24368,2302
399,211032684,1398/06/23,74,N14,24474,4131,19,E238,25273,3201
400,261769009,1398/06/23,19,E238,26603,4134,82,B70,63269,3622
401,3630729548,1398/06/23,19,F40,25044,4134,19,E238,36398,4134
402,1845497332,1398/06/23,19,E238,53686,4134,19,E238,58412,4134
403,1459504837,1398/06/23,19,E238,55511,3201,8,E16,56807,4098
404,722141347,1398/06/23,19,F40,23614,3201,267,A41,24221,4175
405,722141347,1398/06/23,267,A41,24221,4175,5,F64,53524,3852
406,722141347,1398/06/23,5,F64,53524,3852,19,E243,55251,4134
407,2482017508,1398/06/23,19,F40,23463,3201,34,A130,24311,4179
408,2586270436,1398/06/23,50,B33,27440,4015,19,F85,64932,3825
409,982063227,1398/06/23,20,A166,43803,1643,77,B37,46693,1126
410,480377764,1398/06/23,20,A166,60613,1882,20,A166,68187,1882
411,1776200516,1398/06/23,57,M126,27642,3169,20,A166,68265,1882
412,341675492,1398/06/23,20,M54,64593,1643,20,A166,72206,1643
413,3631043388,1398/06/23,20,E46,23942,1643,20,M54,56283,1882
414,3793005132,1398/06/23,83,M108,36470,2524,20,E46,48519,1643
415,3793005132,1398/06/23,20,E46,48519,1643,80,D18,78592,1900
416,4276460786,1398/06/23,20,E46,54534,1643,9,A45,69367,1106
417,3678870748,1398/06/23,20,F130,25663,1643,94,E54,60944,1899
418,2590138500,1398/06/23,20,F130,26140,1643,8,N118,64351,2795
419,483074068,1398/06/23,63,A63,63414,2499,43,C15,66904,2876
420,483074068,1398/06/23,43,C15,66904,2876,20,F130,72776,1882
421,3206649492,1398/06/23,71,E30,25049,3162,20,M133,69476,1643
422,4279330866,1398/06/23,20,M133,37524,1160,94,C22,57630,2297
423,1458607205,1398/06/23,91,N168,27319,2609,20,M133,48220,2265
424,3209050628,1398/06/23,20,M57,61353,1160,20,M57,74580,1882
425,1578154405,1398/06/23,20,M86,22999,1643,24,B38,57106,2777
426,2960597733,1398/06/23,20,N100,58495,1643,83,E200,63092,2356
427,4256067588,1398/06/23,67,A38,59820,3762,22,C57,62458,1896
428,4274686482,1398/06/23,81,E140,33946,2627,22,C57,71814,1896
429,483141140,1398/06/23,22,E109,27151,2218,57,M64,32297,1155
430,3258055917,1398/06/23,22,E109,27210,2218,22,F121,50452,1896
431,582526667,1398/06/23,22,E109,68663,2218,25,E240,69893,2764
432,3676274722,1398/06/23,22,E212,22630,2218,88,F129,24726,3008
433,342771625,1398/06/23,57,A18,25408,1101,22,E36,26347,2218
434,638290747,1398/06/23,22,E36,26405,2218,67,N144,28049,2168
435,3677186844,1398/06/23,22,E39,27115,2218,28,B20,44585,1898
436,721736039,1398/06/23,80,E61,25649,1690,22,E39,27439,2218
437,1788625780,1398/06/23,22,E39,27566,2218,97,B31,59709,1682
438,1788625780,1398/06/23,97,B31,59709,1682,7,E193,62841,3140
439,1408551081,1398/06/23,22,E39,27592,2218,83,F84,52461,2524
440,2136723469,1398/06/23,22,F121,22900,2218,91,N191,46556,2286
441,427639518,1398/06/23,70,F23,22242,4133,22,F121,23286,2218
442,2590667908,1398/06/23,45,E207,48746,1895,22,F121,49898,1896
443,211800460,1398/06/23,22,F98,25254,1896,34,A50,26716,4179
444,3792008844,1398/06/23,40,M212,63473,2130,22,N199,70749,1896
445,3632328316,1398/06/23,22,N37,37716,2218,81,A122,46795,2894
446,722222921,1398/06/23,85,D73,38150,1294,24,A140,46764,2777
447,1003556679,1398/06/23,49,A114,22018,3325,24,A140,69390,2777
448,3181103486,1398/06/23,31,A38,24332,1889,24,A140,27027,2776
449,3679143020,1398/06/23,24,A140,39338,2176,91,N23,48199,2607
450,426460142,1398/06/23,24,A154,21972,2932,7,A134,38958,1190
451,3151018814,1398/06/23,80,F173,27566,1690,24,A154,51707,2932
452,2125813748,1398/06/23,24,A158,25874,2932,24,F117,53389,2932
453,1832595773,1398/06/23,4,N32,59160,3194,24,A158,61564,2777
454,3206600028,1398/06/23,24,M146,68074,2777,24,A158,71282,2932
455,3210233668,1398/06/23,34,A12,37935,1172,24,A64,55966,3392
456,3208900292,1398/06/23,24,B38,42976,2777,94,E25,44866,2300
457,4265358610,1398/06/23,85,E66,42933,1294,24,B38,61391,2777
458,3405891227,1398/06/23,24,E169,27863,3392,85,E53,28740,2934
459,1407201920,1398/06/23,92,D39,25821,1644,24,F117,63540,2932
460,1001028670,1398/06/23,92,D39,25696,1644,24,F117,63734,2932
461,3793687644,1398/06/23,24,F117,67540,2777,85,D30,73043,1294
462,3405941233,1398/06/23,24,M146,40946,2932,24,F117,71150,2932
463,722019897,1398/06/23,91,C54,25500,3799,24,F117,71327,2932
464,361101668,1398/06/23,24,F146,23571,2932,67,B65,25264,2168
465,209535947,1398/06/23,7,N33,22482,3892,24,F146,23714,2932
466,721915290,1398/06/23,24,F174,23384,2932,80,D46,23991,1690
467,1527577502,1398/06/23,92,E84,43178,2174,24,F174,45728,2777
468,1598919796,1398/06/23,24,F174,26811,2690,83,E200,27492,2925
469,4266623554,1398/06/23,83,M108,35710,1690,83,M108,36517,2524
470,721978766,1398/06/23,24,M146,41403,2932,43,E73,45777,1303
471,3632129868,1398/06/23,24,M52,28192,2678,24,M146,49253,2932
472,2541944046,1398/06/23,92,N49,22723,1644,24,M146,49286,2932
473,210371339,1398/06/23,41,N157,30222,1295,24,M52,45539,2932
474,2235503987,1398/06/23,24,M52,48664,2777,92,E70,56542,1644
475,2855375566,1398/06/23,25,A27,22073,2764,57,N187,23437,3169
476,869457262,1398/06/23,34,N110,22359,4179,25,A27,24293,3830
477,212746315,1398/06/23,94,E47,23018,2297,25,A27,24345,3830
478,1528107086,1398/06/23,34,N15,22601,4179,25,A27,24354,3830
479,3405918070,1398/06/23,25,A27,40014,3830,25,F18,51074,2764
480,233473770,1398/06/23,49,A114,22377,3325,25,A27,60873,3830
481,721958683,1398/06/23,25,N113,21562,2764,25,A27,61074,3830
482,980746955,1398/06/23,9,B75,33610,1107,25,A27,68013,3830
483,2125708484,1398/06/23,25,A27,30546,2220,53,D64,72036,3845
484,3677609644,1398/06/23,9,N111,57131,1101,25,B69,59762,2764
485,2742596388,1398/06/23,25,M36,28153,1591,25,B69,66114,2764
486,4266695634,1398/06/23,25,M36,28408,2210,25,B69,66116,2764
487,233135082,1398/06/23,25,D86,28334,2764,25,E240,59839,2764
488,3209133204,1398/06/23,25,D86,33679,2764,25,F18,51079,2764
489,4275535970,1398/06/23,9,F97,41583,1236,25,D86,44433,3830
490,3791696332,1398/06/23,25,D86,49293,2764,25,D86,49959,3830
491,2855449086,1398/06/23,25,D86,50114,3830,9,A45,69084,1101
492,3680109612,1398/06/23,86,F151,24338,3414,9,B75,27409,1101
493,3680109612,1398/06/23,9,B75,27409,1101,25,D86,50218,3830
494,2138840781,1398/06/23,57,B116,23844,1101,25,E174,53019,2764
495,3183856062,1398/06/23,25,E240,59546,2764,9,B125,61483,1101
496,3154008238,1398/06/23,25,F63,46280,2764,25,E240,59710,2764
497,181280390,1398/06/23,57,M126,31286,1101,25,E240,69880,2764
498,3649005124,1398/06/23,94,E25,42541,1899,25,E240,69947,2764
499,1530203326,1398/06/23,45,E113,37729,1895,25,M36,54729,2764
500,1530203326,1398/06/23,25,M36,54730,2764,25,E240,69970,2764
501,3209941860,1398/06/23,25,M36,37315,2764,25,E240,69982,2764
502,1835842333,1398/06/23,34,M186,25892,4179,25,F18,51052,2764
503,262818481,1398/06/23,9,A45,36537,1101,9,A35,42777,1106
504,262818481,1398/06/23,9,A35,42777,1106,25,F63,46293,2764
505,980941595,1398/06/23,92,M146,43849,1644,25,F63,46325,2764
506,985059979,1398/06/23,25,F63,46351,2764,49,E233,70433,3325
507,3405943798,1398/06/23,45,F63,29847,4165,25,F63,46374,2764
508,1782122148,1398/06/23,25,M152,22634,2764,57,B116,23835,1101
509,1001861166,1398/06/23,25,M36,23754,2764,57,M126,24657,1101
510,3679801036,1398/06/23,25,M36,54931,2764,25,M75,67150,3830
511,301579307,1398/06/23,34,A50,26783,4179,25,M75,66955,3830
512,722004778,1398/06/23,92,E243,65108,1644,25,M75,66969,3830
513,261216417,1398/06/23,92,E99,63614,1220,25,M75,67144,3830
514,2741038804,1398/06/23,9,B125,66022,1101,25,M75,67196,3830
515,4265530722,1398/06/23,94,E63,65258,2307,25,M75,67334,2200
516,2501600052,1398/06/23,25,N157,60782,2764,25,N157,64096,3830
517,869183933,1398/06/23,41,M137,24859,4190,25,N157,64244,3830
518,3405848662,1398/06/23,267,A41,37603,3958,28,N161,65229,1996
519,2742145860,1398/06/23,267,A41,37605,3958,42,D17,54804,3253
520,4057924509,1398/06/23,267,A41,37612,3958,4,A41,49823,3194
521,3632325564,1398/06/23,267,A41,42116,3958,4,A41,60068,3194
522,3405792046,1398/06/23,267,F64,26387,4175,267,A41,42119,3958
523,2743108196,1398/06/23,267,A41,42146,3958,63,A157,44293,2507
524,4265589202,1398/06/23,267,A41,42206,3958,67,N109,60576,3760
525,1594848404,1398/06/23,49,M91,25592,3325,267,A41,46539,3958
526,2129165172,1398/06/23,267,F64,26417,4175,267,A41,46541,3958
527,2116336340,1398/06/23,67,A38,25939,3958,267,A41,46554,3958
528,180226516,1398/06/23,267,E26,27645,4175,267,A41,46564,3958
529,298815547,1398/06/23,267,A41,46568,3958,63,E24,48832,2422
530,1407950521,1398/06/23,267,E26,27526,4175,267,A41,46604,3958
531,3675312818,1398/06/23,267,B69,72448,4175,9,E126,76643,1101
532,3213053636,1398/06/23,67,A38,26077,3958,267,B69,72450,4175
533,980614667,1398/06/23,267,B69,72462,4175,9,E126,76637,1101
534,261620097,1398/06/23,267,B69,72471,4175,9,E126,76646,1101
535,429420222,1398/06/23,67,A61,41186,2168,267,B69,72481,4175
536,2123961284,1398/06/23,4,A41,55605,3194,267,B69,72664,4175
537,869338570,1398/06/23,5,F64,53530,3852,267,B69,72668,4175
538,4256718244,1398/06/23,267,F64,26402,4175,267,E106,42812,4175
539,2962377701,1398/06/23,267,E106,42876,4175,67,A38,65044,3958
540,261436401,1398/06/23,267,E106,42940,4175,5,E106,51719,3208
541,4270821266,1398/06/23,267,E26,27530,4175,9,A35,63536,1703
542,1407219819,1398/06/23,267,E26,27531,4175,5,E106,50454,3852
543,211063148,1398/06/23,267,E26,27548,4175,267,M18,43815,4175
544,4266592258,1398/06/23,267,E26,27551,4175,67,A38,42478,2168
545,184225830,1398/06/23,267,E26,27558,4175,5,F64,57951,3852
546,184225830,1398/06/23,5,F64,57951,3852,43,M183,60093,2769
547,722184067,1398/06/23,267,E26,27573,4175,67,A38,65070,3958
548,172808166,1398/06/23,267,E26,27611,4175,4,A41,51164,2566
549,113124787,1398/06/23,267,E26,27624,4175,267,M18,43802,4175
550,2743149380,1398/06/23,267,E26,27639,4175,67,C25,52196,2168
551,809315570,1398/06/23,267,E26,27648,4175,67,B65,63376,2168
552,1599036388,1398/06/23,267,E26,27652,4175,67,B65,63369,2168
553,722064538,1398/06/23,267,E26,27683,4175,4,A41,55595,3194
554,2742155044,1398/06/23,267,E26,27686,4175,4,A41,51146,2566
555,72811050,1398/06/23,267,E26,27761,4175,50,A128,68286,3923
556,3206804341,1398/06/23,267,E26,27783,4175,67,A61,46562,2168
557,2125384836,1398/06/23,67,C25,31337,2168,267,E26,41159,4175
558,3151090094,1398/06/23,67,N144,27758,2168,267,E26,41162,4175
559,3793544300,1398/06/23,267,E26,41177,4175,83,D87,44381,1690
560,4270830482,1398/06/23,67,A38,25737,3958,267,E26,41181,4175
561,2658317836,1398/06/23,267,F64,26333,4175,67,A61,68259,3958
562,3701453333,1398/06/23,267,F64,26375,4175,5,F64,53323,3852
563,645740397,1398/06/23,267,F64,26383,4175,267,M18,43800,4175
564,209176779,1398/06/23,67,N109,22665,2168,267,F64,35594,3958
565,209176779,1398/06/23,267,F64,35594,3958,267,M18,43912,4175
566,3150898926,1398/06/23,49,M91,25603,3325,267,F64,35598,3958
567,3180064638,1398/06/23,267,F64,35620,3958,5,F64,53533,3852
568,428782174,1398/06/23,267,F64,35626,3958,5,F64,53509,3852
569,3794800844,1398/06/23,267,F64,35631,3958,42,N120,53650,1303
570,1361056682,1398/06/23,267,M18,24423,4175,5,F64,53622,3852
571,3632188684,1398/06/23,67,A61,48478,3958,267,M18,55482,3958
572,1837926621,1398/06/23,267,M18,56429,4175,67,A38,73732,2168
573,3254437405,1398/06/23,267,M18,66074,3958,67,N109,77190,3958
574,2136925661,1398/06/23,267,M18,39164,3757,4,A41,51176,2566
575,721815997,1398/06/23,267,M91,33154,3958,9,A35,51242,1236
576,1787061156,1398/06/23,28,A118,46297,2164,96,A38,71754,1439
577,3184006494,1398/06/23,28,A118,46542,2164,9,N111,47285,1236
578,1296109742,1398/06/23,58,F59,22075,3922,28,A38,23935,1898
579,1072422654,1398/06/23,28,A38,52552,2164,9,A35,53640,1101
580,721979911,1398/06/23,29,M76,46786,1996,28,A38,55126,1898
581,981133211,1398/06/23,28,A38,25789,2883,9,A35,27054,1236
582,1782179444,1398/06/23,28,A38,25855,2883,92,N127,27283,1220
583,2680324292,1398/06/23,28,A38,39254,3653,83,M108,40320,1690
584,2680324292,1398/06/23,83,M108,40320,1690,47,M48,47951,1240
585,2855896974,1398/06/23,28,A38,39301,3653,28,N169,71011,1898
586,1595375556,1398/06/23,28,A38,39326,3202,42,D17,70560,3253
587,2680019534,1398/06/23,28,A38,39340,3202,28,F138,66066,1898
588,2122319700,1398/06/23,28,B14,23355,1898,28,C36,41903,3782
589,260941281,1398/06/23,28,B14,23701,1898,28,M211,52042,3777
590,3996825716,1398/06/23,28,B14,33841,1898,85,E143,53834,1294
591,721976242,1398/06/23,28,B73,30480,1259,28,B14,63627,3692
592,261940001,1398/06/23,28,F139,40643,3663,28,B20,44779,1898
593,1408689641,1398/06/23,28,B20,45168,1255,41,A164,46770,1295
594,3794811276,1398/06/23,80,N101,22313,1690,28,B73,23990,1898
595,3792038636,1398/06/23,28,B73,50719,1898,28,F138,60291,1898
596,209805323,1398/06/23,28,B73,30664,2519,42,D53,45532,3288
597,3679550620,1398/06/23,28,C36,22266,1898,28,N169,70595,1898
598,3649957380,1398/06/23,28,M211,31077,1256,28,C36,59709,2164
599,982704987,1398/06/23,28,C36,72145,1898,28,F145,75119,1898
600,1837706077,1398/06/23,28,N161,63265,1898,28,C36,72411,1898
601,721958780,1398/06/23,28,C37,27529,2164,74,F14,50028,2164
602,1613846773,1398/06/23,91,C54,31215,3799,28,C37,56100,2164
603,721926539,1398/06/23,9,A35,31414,1101,28,C37,67974,2164
604,869393364,1398/06/23,28,C37,67979,2164,74,F14,72385,4131
605,3254621245,1398/06/23,64,M209,24881,1831,28,C37,60209,3202
606,393503066,1398/06/23,28,F138,65960,1898,83,E200,68172,2524
607,1529829438,1398/06/23,28,F138,30946,2166,91,B71,51454,2286
608,179358294,1398/06/23,28,F138,31310,3792,28,N75,73786,2164
609,3631418316,1398/06/23,28,F139,21499,1898,79,M160,23581,4054
610,173638086,1398/06/23,28,M190,46229,2164,28,F139,48736,2164
611,425807822,1398/06/23,91,D63,22978,3799,28,F139,25003,2517
612,3630168828,1398/06/23,28,F139,25008,2517,9,A50,63976,1104
613,645951821,1398/06/23,91,B71,74324,2286,28,F145,75105,1898
614,721766811,1398/06/23,28,M211,35207,2164,9,M198,36781,1104
615,176084038,1398/06/23,28,M211,30999,1256,77,E231,39922,2280
616,2184918611,1398/06/23,28,N169,32007,1898,28,M211,52233,1255
617,805467874,1398/06/23,28,N125,48401,1898,73,N76,50596,3996
618,805467874,1398/06/23,73,N76,50596,3996,73,N76,55974,3996
619,3258122621,1398/06/23,28,N125,48703,1898,97,E125,49391,1682
620,340861865,1398/06/23,28,N161,22284,1898,64,M25,23325,1831
621,4269821650,1398/06/23,28,N161,22851,1898,80,F88,25151,1690
622,4269821650,1398/06/23,80,F88,25151,1690,80,F115,63011,1690
623,722127753,1398/06/23,28,N161,65541,1996,75,M152,69639,3568
624,4276329650,1398/06/23,28,N169,70541,1898,97,M41,71290,1682
625,1361121877,1398/06/23,57,M151,36904,3169,29,A29,40380,2524
626,2500210244,1398/06/23,29,A29,40507,2524,57,M187,63816,3169
627,4275696114,1398/06/23,80,N101,22148,1690,29,B17,23940,2524
628,4275696114,1398/06/23,29,B17,23940,2524,35,N117,58160,4092
629,2138494861,1398/06/23,29,B17,24096,2524,49,E41,32231,1636
630,3405938342,1398/06/23,29,B17,24097,2524,49,E41,32315,1636
631,184109590,1398/06/23,29,B17,54661,2524,29,N162,65490,1996
632,262577457,1398/06/23,29,M58,41636,1996,29,B17,55531,1996
633,2671892276,1398/06/23,29,B17,59721,2524,42,D17,77526,3253
634,4257104372,1398/06/23,29,M139,64069,1996,29,B55,67602,2524
635,1531199998,1398/06/23,35,N117,25927,2566,29,B78,72169,2524
636,202857740,1398/06/23,29,C12,27700,1996,29,M76,34254,2524
637,202857740,1398/06/23,29,M76,34254,2524,29,M139,64011,1996
638,1282195294,1398/06/23,29,E170,21556,2524,83,A40,23018,1690
639,3150916270,1398/06/23,29,E62,50942,1996,29,N162,64252,2524
640,3791679388,1398/06/23,29,E62,50975,1996,29,E62,73189,1996
641,2855073246,1398/06/23,29,N162,23644,2524,29,M139,65331,2524
642,542317659,1398/06/23,29,N162,38159,3720,29,M139,43761,2882
643,1052450926,1398/06/23,29,M140,24491,2524,43,M40,69519,2769
644,869377305,1398/06/23,29,M140,43397,1996,4,M69,46957,3204
645,211347724,1398/06/23,29,M209,39085,2524,29,M140,43629,1996
646,181425318,1398/06/23,29,M140,33172,3720,29,M140,43659,1996
647,293497179,1398/06/23,9,N179,43598,1703,29,M140,57137,2524
648,428940782,1398/06/23,29,M140,33178,3720,86,D14,40576,3608
649,429483518,1398/06/23,29,M37,22600,2524,29,M140,66502,3297
650,981712619,1398/06/23,29,M37,22639,2524,29,M58,41739,1996
651,425664254,1398/06/23,35,E116,25962,4092,29,M58,26689,2524
652,1506068318,1398/06/23,29,M58,26694,2524,43,M40,45228,2769
653,1371238526,1398/06/23,29,M58,26699,2524,35,N117,58124,4092
654,981140747,1398/06/23,29,M58,26737,2524,49,E41,40690,1636
655,3793200044,1398/06/23,29,M58,34268,3718,35,N117,43548,2566
656,3793200044,1398/06/23,35,N117,43548,2566,63,E24,69802,2422
657,173481204,1398/06/23,35,N117,25627,2566,29,N162,63886,2524
658,982341851,1398/06/23,31,B48,51227,1889,29,N162,64314,2524
659,982341851,1398/06/23,29,N162,64315,2524,42,B34,74591,1303
660,710583973,1398/06/23,33,D41,35411,3431,31,A38,44189,3595
661,710583973,1398/06/23,31,A38,44189,3595,33,F90,46756,4129
662,3678800268,1398/06/23,31,A38,60317,3595,42,N60,73740,1303
663,984027067,1398/06/23,97,B31,59447,1682,31,A38,60319,3595
664,4076567226,1398/06/23,35,N117,58178,4092,31,A38,60320,3595
665,429540958,1398/06/23,97,B31,59307,1682,31,A38,60327,3595
666,1598914372,1398/06/23,96,D71,23603,1439,31,A38,56601,2505
667,2659589212,1398/06/23,97,F125,23506,1682,31,B45,24523,3595
668,1598746036,1398/06/23,31,B45,24853,2129,63,D59,65026,1308
669,3257961149,1398/06/23,97,A38,25517,1682,31,B51,26574,1889
670,721776285,1398/06/23,31,B51,27074,1889,40,M212,53788,1632
671,2123581636,1398/06/23,94,E25,40760,2297,31,B74,45608,2506
672,3977417108,1398/06/23,31,B77,32983,1889,31,E228,59016,1889
673,2620624652,1398/06/23,31,B77,37949,2071,96,F166,45587,1891
674,1528906526,1398/06/23,34,N98,22340,4179,31,C20,23316,1889
675,1407187769,1398/06/23,31,C20,32818,1889,81,E140,67498,2894
676,1407239710,1398/06/23,31,M44,38825,2073,31,C64,78415,3595
677,638379739,1398/06/23,31,D80,34064,2073,31,C64,64058,2393
678,3629902252,1398/06/23,31,D80,23801,1889,34,M170,62115,2491
679,262414737,1398/06/23,33,D41,22871,4129,31,D80,24085,1889
680,721978058,1398/06/23,31,D80,24220,1889,31,E228,63282,2381
681,474011290,1398/06/23,79,E51,21960,1881,31,E214,23462,1889
682,183120406,1398/06/23,94,E128,42109,1899,31,E228,59351,1889
683,1596918836,1398/06/23,31,F175,22474,1889,63,B124,56120,2498
684,429328910,1398/06/23,31,M44,32473,1889,79,A150,44109,4054
685,722108099,1398/06/23,33,B64,23549,3435,33,B64,69880,3632
686,2621602940,1398/06/23,33,B64,25750,4129,33,M158,66455,4129
687,3208588132,1398/06/23,46,E183,32640,3823,33,B64,48763,3435
688,2500594180,1398/06/23,33,M158,30965,4129,33,B64,48859,3435
689,2962174149,1398/06/23,5,F64,67112,2566,33,B64,73791,3435
690,3254365037,1398/06/23,33,B64,44681,4129,33,F90,60096,4129
691,2680066942,1398/06/23,33,D41,21699,3435,83,F84,24518,1690
692,3996717652,1398/06/23,33,F90,39978,4129,33,D41,48214,3435
693,1629318677,1398/06/23,34,N141,46278,3586,33,D41,48361,3435
694,209854971,1398/06/23,33,M158,31901,3435,33,D41,44052,3434
695,209854971,1398/06/23,33,D41,44052,3247,46,A47,76432,3823
696,730473472,1398/06/23,33,D41,63629,4129,36,E105,67660,3342
697,721978226,1398/06/23,33,D41,67245,3435,33,M101,74693,4129
698,2044284094,1398/06/23,33,F90,33017,3435,94,B117,34669,2796
699,2044284094,1398/06/23,94,B117,34669,2796,33,M158,66119,4129
700,173756534,1398/06/23,33,F90,33177,3435,33,F90,44136,4129
701,1844860420,1398/06/23,33,F90,38097,3435,33,M158,66449,4129
702,225772837,1398/06/23,46,E183,36297,3684,33,F90,43888,4129
703,2741215060,1398/06/23,46,E183,26546,3823,33,F90,44033,4129
704,1837754349,1398/06/23,46,F19,43081,3449,33,F90,44104,4129
705,722234036,1398/06/23,76,N22,27240,1552,33,F90,44143,4129
706,2125736036,1398/06/23,46,E183,32685,3823,33,F90,46758,4129
707,1639814318,1398/06/23,46,E183,36021,3684,33,F90,47096,4129
708,2185726931,1398/06/23,33,M101,43739,3435,33,F90,47137,4129
709,1832030237,1398/06/23,46,E183,32688,3823,33,F90,50273,4129
710,2117991316,1398/06/23,33,M101,31345,4129,33,F90,52131,3435
711,3679942364,1398/06/23,33,F90,58536,3435,33,F90,72033,4129
712,3150847806,1398/06/23,33,M101,23958,3435,33,F90,59969,4129
713,4265761122,1398/06/23,33,F90,40130,3436,33,M158,49433,4129
714,1612004261,1398/06/23,33,M101,23890,3435,33,M158,52311,3431
715,3558640561,1398/06/23,46,E183,32698,3823,33,M101,38471,3435
716,2239053700,1398/06/23,33,M101,33563,3247,46,F159,34917,3823
717,2239053700,1398/06/23,46,F159,34918,3823,33,M158,49569,4129
718,2137395005,1398/06/23,33,M101,33574,3439,46,A47,62216,3458
719,3206250069,1398/06/23,33,M101,40895,3419,46,E183,51360,3449
720,4275075474,1398/06/23,94,E25,44870,2129,33,M101,66752,3431
721,980539211,1398/06/23,33,M158,22284,3435,40,F136,23606,3656
722,362101492,1398/06/23,33,M158,22287,3435,33,M158,66148,4129
723,3679998236,1398/06/23,33,M158,27578,3434,33,M158,30993,4129
724,2855019486,1398/06/23,33,M158,31090,4129,33,M158,72492,3435
725,1416565289,1398/06/23,33,M158,31095,4129,76,E115,34628,3414
726,263120321,1398/06/23,33,M158,32227,3435,46,M95,54912,3449
727,2137927325,1398/06/23,46,E183,36317,3684,33,M158,49149,4129
728,261916689,1398/06/23,33,M158,66436,4129,33,M158,68211,3435
729,3444817308,1398/06/23,81,F69,38704,1885,33,M158,66454,4129
730,2962263381,1398/06/23,46,E183,32616,3823,33,M158,68122,3435
731,174925172,1398/06/23,33,M158,64767,3434,33,M158,72494,3435
732,173141156,1398/06/23,46,E183,32524,3823,33,M158,57619,3431
733,2741315636,1398/06/23,33,M158,60735,3435,42,M124,64235,1313
734,3557756721,1398/06/23,34,A12,21760,4179,49,E123,72613,3325
735,174993238,1398/06/23,34,A12,21899,4179,45,F44,61482,4165
736,2499272125,1398/06/23,34,A12,30789,1167,67,A61,33774,2441
737,3254617757,1398/06/23,34,A12,37832,1172,75,A120,44423,1897
738,3405886612,1398/06/23,34,A130,23811,4179,63,N185,64818,1303
739,3792451756,1398/06/23,34,A130,24247,4179,34,B113,55667,2466
740,981386571,1398/06/23,50,B33,24063,2044,34,A130,24669,2178
741,3792971404,1398/06/23,34,A38,21082,4179,74,A67,22609,4131
742,173092246,1398/06/23,34,A38,21337,4179,41,A164,23106,4190
743,3977221652,1398/06/23,45,M115,25528,4165,34,A50,26720,4179
744,483226180,1398/06/23,34,A50,26743,4179,7,A134,69966,1190
745,1610804267,1398/06/23,34,A50,26765,4179,34,N58,28710,4179
746,1610804267,1398/06/23,34,N58,28710,4179,34,F101,30435,4179
747,2586900916,1398/06/23,34,A53,22187,4179,34,M118,59670,2791
748,3646766756,1398/06/23,76,F131,21837,3414,34,B113,22973,4179
749,3646766756,1398/06/23,34,B113,22973,4179,76,F131,29962,1552
750,869183296,1398/06/23,34,B113,41566,3586,94,C22,66647,1899
751,3679945964,1398/06/23,34,B113,29312,2464,34,B113,41974,1167
752,428690238,1398/06/23,57,M64,66014,1101,34,C40,71021,4179
753,474071482,1398/06/23,34,N141,59312,2476,34,C40,71039,4179
754,3649866036,1398/06/23,34,M106,25176,4179,80,B11,27078,1690
755,3649866036,1398/06/23,80,B11,27078,1690,34,C40,71041,4179
756,1529213822,1398/06/23,57,M126,27648,3169,34,F101,30390,4179
757,4275880418,1398/06/23,70,M80,28197,1887,34,F101,30392,4179
758,3223988676,1398/06/23,34,F101,30402,4179,57,A18,54443,1101
759,209608075,1398/06/23,45,F63,29861,4165,34,F101,30718,4179
760,3207205716,1398/06/23,34,M104,26152,4179,35,E156,28657,4092
761,869342445,1398/06/23,34,M104,26749,4179,43,D26,29447,2769
762,183157398,1398/06/23,34,M105,37943,2111,91,E53,64922,2286
763,174886948,1398/06/23,86,A26,24076,3414,34,M106,24814,4179
764,3257992141,1398/06/23,34,M106,24846,4179,34,M181,61730,1171
765,1360399018,1398/06/23,34,M99,26144,4179,34,M106,69335,3586
766,2125776212,1398/06/23,63,D59,58783,2414,34,M106,69337,3586
767,869226541,1398/06/23,34,M111,21840,4179,86,F119,22706,3414
768,1844804980,1398/06/23,34,M111,39240,2468,34,M177,61132,1170
769,1002915239,1398/06/23,57,B116,27485,1345,34,M111,45757,1166
770,4254491556,1398/06/23,34,M111,52100,1164,86,A69,64240,1552
771,1528080990,1398/06/23,35,E156,28993,4092,34,M111,59555,2174
772,1002016862,1398/06/23,34,M113,23362,4179,9,A35,25007,1101
773,3151213982,1398/06/23,34,M113,23498,4179,57,A58,24889,3169
774,3553861516,1398/06/23,34,M113,28456,3345,76,N22,66607,1552
775,2640097740,1398/06/23,86,F116,22432,3414,34,M144,23281,4179
776,4279208674,1398/06/23,86,N200,22471,3414,34,M144,23306,4179
777,3210426036,1398/06/23,34,M144,23508,4179,67,A38,25732,3958
778,3210426036,1398/06/23,67,A38,25732,3958,67,B12,50581,2168
